startProgress,reactionTimeMeanMs,reactionTimeStdMs,falseTapRate,missRate,targetSwitchAccuracy,focusScore,nextStartProgress
0.7860643052769538,292.75604447618224,41.22637161140096,0.34782608695652173,0.6666666666666666,0.5,63,0.7798831259942017
0.7783834970737619,296.8753088769435,46.41563724098448,0.2608695652173913,0.6363636363636364,0.0,67,0.8001096678059697
0.8322598013952011,284.3376664732459,46.46651095723566,0.352112676056338,0.5,0.0,69,0.8607088645869153
0.3039500980626122,249.58411200336155,41.12351048321749,0.26785714285714285,0.6923076923076923,0.5,66,0.3289737138213057
0.4063868614400705,252.8013765993533,38.94884739096752,0.1896551724137931,0.4444444444444444,0.5,77,0.5382772803328694
0.2658699614595196,256.20545031033816,46.24292826343619,0.2545454545454545,0.34615384615384615,0.0,78,0.4202698951389549
0.49399081924451893,252.49507107206253,49.15038589925038,0.19672131147540983,0.5714285714285714,0.5,72,0.5105671965755588
0.5717280523760754,266.8399176952065,47.98115676891854,0.31746031746031744,0.5517241379310345,0.5,68,0.5243303017193944
0.2909178381401186,448.49985746551437,58.804186475758485,0.45454545454545453,0.7692307692307693,0.0,52,0.28617230509572333
0.5188583603864491,569.3033227538035,65.39148208013839,0.3770491803278688,0.8275862068965517,0.0,50,0.584895477675699
0.8311126721249061,511.5566693688856,97.02834556262098,0.4507042253521127,0.8823529411764706,0.0,46,0.8347360684009759
0.6776586736128575,452.406261495001,41.15090934609683,0.5,0.8709677419354839,0.0,47,0.6788839333166342
0.12375380365034461,501.16247474558355,66.61433770796438,0.34615384615384615,0.6666666666666666,0.0,58,0.12737339491545957
0.41911431931630383,475.91790535778927,108.66046904198019,0.39655172413793105,0.6428571428571429,0.0,57,0.5075559977399907
0.4125715692736803,506.145205706964,142.5291077510659,0.3448275862068966,0.8214285714285714,0.0,51,0.5287742560432966
0.06655885695517816,518.4445816794987,80.53073948179855,0.28,0.75,0.0,57,0.05703190719619155
0.5045262370222301,550.7043259887499,99.18630197538782,0.3442622950819672,0.5,0.5,62,0.5066249089564798
0.778996354578129,553.626119418485,106.30585593518182,0.30434782608695654,0.3333333333333333,0.5,70,0.7671335164367407
0.6329176292676207,537.0893926611094,97.49690124464178,0.24615384615384617,0.36666666666666664,0.5,71,0.6572680881565983
0.46598515298122734,539.0055979084062,94.48784456649452,0.2,0.39285714285714285,0.0,72,0.5059781228576391
0.43790403719875326,554.3103897943673,108.79750438439726,0.1864406779661017,0.35714285714285715,0.0,73,0.455489501439433
0.9184418955155542,547.0744631977875,75.50925403374629,0.18666666666666668,0.4857142857142857,0.5,69,0.8591544796178414
0.849408842923073,546.7483183002176,92.0753426320838,0.375,0.29411764705882354,0.5,69,0.8418390692856167
